TF	Drug_name	Drug_id	Drug_targets	effect_size_(reg_coeff)	pval	fdr
ESR1	I-BET	275	BRD2, BRD3, BRD4	0.139419070010319	0.0483583101027184	0.201622760964691
FOS	Cisplatin	1005	DNA crosslinker	-0.0839609097487555	0.0483544677605798	0.201622760964691
NHLH1	NSC-87877	147	PTPN6 (SHP-1), PTPN11 (SHP-2)	-0.0701808798811831	0.0483483400456237	0.201622760964691
BACH1	JQ1	163	BRD4	-0.112228717107776	0.0483903484230412	0.201713178844641
IRF2	XMD13-2	330	RIPK	0.0991172642187237	0.0483979770961366	0.201713178844641
JUND	IPA-3	176	PAK1, PAK2, PAK3	-0.14648762386061	0.0483965720091407	0.201713178844641
EWSR1-FLI1	VNLG/124	271	HDAC, RAR 	0.0613672624964873	0.0484320080765715	0.201733826034076
MYB	Afatinib	1032	ERBB2, EGFR	-0.110430966674471	0.0484131476506176	0.201733826034076
POU2F1	SB590885	1061	BRAF	0.0816357242525203	0.0484283601188453	0.201733826034076
SREBF2	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	-0.128800327038582	0.0484329019270638	0.201733826034076
WT1	BMS-536924	62	IGF1R	-0.234616758064791	0.0484158461765089	0.201733826034076
GATA1	Camptothecin	1003	TOP1	0.136898536989758	0.0484583040735718	0.201814654571966
ELF5	Bexarotene	186	Retinioic acid X family agonist	-0.0817488739629074	0.0484705312558351	0.201815629025749
SREBF1	LFM-A13	192	BTK	-0.0507828808388591	0.0484698689800221	0.201815629025749
GATA6	TW 37	1149	BCL2, BCL2L1	0.0913372376425848	0.0484958637787043	0.201871155902572
HIF1A	KIN001-102	228	AKT1	0.0920731026039733	0.0484917439819339	0.201871155902572
EZH2	OSU-03012	167	PDPK1 (PDK1)	-0.0885559587241367	0.0485083713405735	0.201875474268301
FOXO3	YK 4-279	1239	RNA helicase A	0.102483373493632	0.048532891466493	0.201875474268301
HLF	GSK429286A	230	ROCK2	-0.0825486192236285	0.0485093339414067	0.201875474268301
IKZF1	PD-173074	1049	FGFR1, FGFR3	-0.0952806291309755	0.0485301586931037	0.201875474268301
KLF5	Etoposide	134	TOP2	-0.136741039661369	0.0485171977701031	0.201875474268301
RELA	A-770041	55	SRC family	-0.280005643265321	0.0485311606265291	0.201875474268301
ZEB1	Camptothecin	1003	TOP1	0.156524153915195	0.0485429098632287	0.201892193703282
STAT3	ABT-888	1018	PARP1, PARP2	0.0637912107326716	0.0485614169293825	0.2019442094104
YY1	Bryostatin 1	197	PRKC	-0.072942432443218	0.0485834680917818	0.202010948681606
CEBPA	Ruxolitinib	206	JAK1, JAK2, TYK2	0.0621203330469809	0.0486068087020361	0.202065190012625
GATA3	JW-7-52-1	83	MTOR	-0.404158913815877	0.0486085211214444	0.202065190012625
CTCF	NVP-BHG712	295	EPHB4	-0.107908010033985	0.0486220837132732	0.202071650700199
PPARD	MP470	293	PDGFR	0.114550133092709	0.048618350002734	0.202071650700199
MAX	BIX02189	279	MAP2K5 (MEK5)	-0.0796912490370281	0.0486346816548284	0.202099050635047
CREB1	Methotrexate	1008	Dihydrofolate reductase (DHFR)	-0.103604284262009	0.0486479766064007	0.20210438867898
JUN	681640	1046	WEE1, CHEK1	-0.117038663782238	0.0486452592214851	0.20210438867898
ETS1	QL-XI-92	329	DDR1	-0.0906275260395665	0.0486707867249926	0.202124300003656
SP3	Tipifarnib	204	Farnesyl-transferase (FNTA)	0.123437689334495	0.0486599209639554	0.202124300003656
SPI1	PI-103	302	PI3Ka, PRKDC (DNAPK)	0.282863801113881	0.0486703124540016	0.202124300003656
FOXP3	CX-5461	300	RNA Pol I	-0.18874572124256	0.0486950911858442	0.202200283017839
TCF12	piperlongumine	1243	Increases ROS levels	-0.0759765782503096	0.0487132683112497	0.202250807428461
PBX1	ABT-869	277	VEGFR and PDGFR family	0.0872650954365736	0.04874480915124	0.202331839169337
REST	JW-7-52-1	83	MTOR	0.305006126990188	0.0487426857573173	0.202331839169337
TCF12	CMK	64	RSK	-0.176698470096361	0.048767417182784	0.202400718372992
CDC5L	Gefitinib	1010	EGFR	-0.081421466548075	0.0488127166270177	0.202529741040317
ERG	AS601245	207	JNK 	0.0817022320552189	0.0488146199072993	0.202529741040317
TP63	CCT018159	1170	HSP90	0.0959970177891329	0.0488165579949207	0.202529741040317
NANOG	AICAR	1001	AAPK1 (AMPK) agonist	0.100251162154118	0.048929253707575	0.202972270865085
CREB1	Lapatinib	119	ERBB2, EGFR	0.135502280158875	0.0489444219992377	0.203010170370267
ARNT	AS605240	224	PI3Kgamma	0.115616203909485	0.0489673049901528	0.2030800553843
USF2	Epothilone B	201	Microtubules	-0.135855074916982	0.048979143374017	0.203104123983803
JUND	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	0.100975188646418	0.0489970893700851	0.203128485187265
POU2F1	Cytarabine	1006	DNA synthesis	0.12236877773524	0.0489948196534111	0.203128485187265
EGR1	GSK-1904529A	202	IGF1R	-0.0527537582107874	0.0490232404336099	0.203168396486593
ESR1	AZD6482 (rescreen)	1066	PI3Kbeta	-0.128236674351627	0.04902482685686	0.203168396486593
PBX1	Bexarotene	186	Retinioic acid X family agonist	0.108245321936318	0.0490139248454861	0.203168396486593
SPI1	NVP-TAE684	35	ALK	0.305637773292076	0.049040823088625	0.203209665236109
FOXP3	MS-275	88	HDAC	-0.265762267216841	0.0490621475373781	0.203272999553177
FLI1	FTI-277	166	Farnesyl transferase (FNTA)	0.0929430717587796	0.0490756241540106	0.203303807348994
E2F6	KIN001-244	287	PDPK1 (PDK1)	-0.0859932759727105	0.0491099743693376	0.203421069218469
ESR1	OSI-027	299	MTORC1/2	0.213014091848448	0.0491215983288817	0.203444178163735
RUNX2	GDC0941 (rescreen)	1527	PI3K	-0.112684191478994	0.0491528436627519	0.203537468237988
SREBF1	Roscovitine	110	CDKs	-0.122897853296469	0.0491562187442687	0.203537468237988
ELF1	Midostaurin	153	KIT	-0.105844682784574	0.0491779096289984	0.203602232570297
IKZF1	Bleomycin	190	DNA damage	-0.203917797055039	0.0492038455061081	0.203681445814341
NANOG	ABT-888	1018	PARP1, PARP2	0.0584384795681409	0.0492134387317401	0.203681445814341
TBP	Elesclomol	1031	HSP70	0.124647216892556	0.0492151988519453	0.203681445814341
FOXD1	YM201636	310	FYV1	0.096100739885021	0.0492277672369453	0.20370841096267
IKZF1	GSK1070916	226	AURKB	-0.152533437246946	0.0492507423397659	0.203711921114791
PPARD	Olaparib	1017	PARP1, PARP2	0.075065637279952	0.0492442522523545	0.203711921114791
SMAD3	SGC0946	1264	Q8TEK3 (DOT1L)	0.0466600473956056	0.0492588802267767	0.203711921114791
TBP	Bleomycin (50 uM)	1378	DNA damage	0.127722369705383	0.0492562032607217	0.203711921114791
YBX1	681640	1046	WEE1, CHEK1	-0.0870240021759041	0.0492548483124353	0.203711921114791
CDC5L	KIN001-244	287	PDPK1 (PDK1)	-0.084561801145281	0.0492943849642136	0.203833705119868
FOXD1	CAY10603	276	HDAC6	0.135169096381902	0.0493279458015364	0.203888517339018
MEF2A	CX-5461	300	RNA Pol I	-0.121268053381408	0.0493226565115183	0.203888517339018
TEAD1	Epothilone B	201	Microtubules	-0.163654279535871	0.049331213099615	0.203888517339018
TP63	BMS-345541	203	IKBKB	0.0887955415548492	0.0493318733231801	0.203888517339018
TP53	Camptothecin	1003	TOP1	-0.1342899898503	0.0493419075689986	0.203904948334313
POU5F1	AC220	254	FLT3	-0.0692961408617987	0.0493484256505254	0.203906846564571
NANOG	SGC0946	1264	Q8TEK3 (DOT1L)	0.0448366912746971	0.0493631011609138	0.203942446546839
HLF	T0901317	333	LXR	-0.0721401066934805	0.0494023781943471	0.204054619309125
PRDM14	CP724714	255	ERBB2	-0.0710821419223483	0.0494011333490198	0.204054619309125
FOXP3	XMD15-27	332	CAMK2B, CLK2, DYRK1A, MAST1, STK39	-0.0817799544692231	0.0494097493170433	0.20406002126213
MYCN	BMN-673	1259	PARP1	-0.140510397929593	0.0494303705117	0.204120137370707
MEF2A	ZG-10	1161	IRAK1	-0.113977943261766	0.0494458602605023	0.204159051290296
HNF4A	Lapatinib	119	ERBB2, EGFR	-0.178113770758309	0.0494597165179223	0.204160485791076
IKZF1	JQ1 (rescreen)	1218	BRD2, BRD3, BRD4	-0.0873881709922924	0.0494644065113783	0.204160485791076
PLAG1	YM201636	310	FYV1	0.0839243186119056	0.0494575392765921	0.204160485791076
HNF1A	GW 441756	1023	NTRK1	0.0937619565487666	0.0494967873514647	0.204261824266089
MYCN	FTI-277	166	Farnesyl transferase (FNTA)	-0.0640510392996687	0.0495010975698774	0.204261824266089
E2F4	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.153447721672103	0.0495282662914755	0.204348878514112
CDX2	TAK-715	221	p38a	0.0913470855486882	0.0495412446660538	0.204357895251206
EBF1	QL-XII-47	235	BTK, BMX	0.148546299516348	0.0495444223983348	0.204357895251206
RXRA	Axitinib	1021	PDGFR, KIT, VEGFR	0.101932440911409	0.0495486681102316	0.204357895251206
NANOG	BX-912	222	PDPK1 (PDK1)	-0.123533624972762	0.0495563496183122	0.204364532092182
ARNT	FK866	1248	NAMPT	0.198220290732782	0.049565376689563	0.204376715570601
IRF2	NPK76-II-72-1	257	PLK3	0.120045234453733	0.0495729510085536	0.20438290655309
FOS	ABT-263	1011	BCL2, BCL2L1, BCL2L2	0.113633538217441	0.0496007433244043	0.204447399459011
HIF1A	AZD6482 (rescreen)	1066	PI3Kbeta	-0.0934111638582328	0.049595299646171	0.204447399459011
GABPA	SB590885	1061	BRAF	-0.0777761303610268	0.0496141625625805	0.204466559426129
PRDM14	Lapatinib	119	ERBB2, EGFR	-0.138376617256956	0.0496175424404456	0.204466559426129
TFAP2C	AR-42	272	HDAC	0.162360568655079	0.0496682963490774	0.20465065054214
ETS1	Gefitinib	1010	EGFR	0.0910896000211326	0.0496775023266082	0.204663525621496
ELK1	BIX02189	279	MAP2K5 (MEK5)	-0.0776678946599163	0.0497039310380536	0.204705414644379
POU2F1	BMS-345541	203	IKBKB	0.0740155129924476	0.0497073966277658	0.204705414644379
RUNX1	BMS-708163 (rescreen)	1072	g-secretase	-0.0830683187644324	0.0497119998184076	0.204705414644379
YBX1	AZ628	29	BRAF	0.194171660188664	0.0497042057386648	0.204705414644379
RREB1	RO-3306	1052	CDK1	-0.0772871391600579	0.0497218924360152	0.204721102267445
HLF	Pazopanib	199	VEGFR, PDGFRA, PDGFRB, KIT	-0.106461990263435	0.0497539343916471	0.204777872318807
NFE2	AZD6244 (rescreen)	1498	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.0999218727534952	0.0497532672123037	0.204777872318807
SREBF1	SB52334	304	ALK5	-0.0819051613411049	0.0497536715712831	0.204777872318807
REL	STF-62247	258	stimulates autophagy	0.0653126836234194	0.049760510412194	0.204779894585765
RUNX1	Dasatinib	51	ABL, SRC, KIT, PDGFR	-0.336009780709036	0.0497735920932487	0.204808685890486
GATA6	Zibotentan, ZD4054	266	Endothelin A Receptor	0.0396585812985469	0.0497983460194806	0.2048604492465
JUN	UNC1215	1262	LMBL3	0.0461328977556965	0.0497981640227485	0.2048604492465
TBP	GSK429286A	230	ROCK2	0.0688227270662028	0.0498080893449758	0.204875488499775
EBF1	MPS-1-IN-1	294	MPS1	0.102100187778193	0.0498290024553914	0.204936463110864
FOS	TW 37	1149	BCL2, BCL2L1	-0.0800902760603434	0.0498394115039431	0.204951730359366
HSF1	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.109853362767819	0.0498612437337561	0.204951730359366
NFKB1	NG-25	260	MAP3K7 (TAK1)	0.11448890786466	0.0498514313048445	0.204951730359366
POU3F2	VX-11e	262	ERK	0.119872278699639	0.0498473538677492	0.204951730359366
PPARA	EKB-569	282	EGFR	0.128032959026635	0.0498631635175306	0.204951730359366
TFAP2A	A-770041	55	SRC family	-0.192270655875227	0.049903449624739	0.205092269766833
CEBPB	CUDC-101	273	HDAC, EGFR	0.1349917732298	0.0499117997321298	0.205101540901689
EGR1	A-443654	86	AKT1, AKT2, AKT3	-0.180027512702303	0.0499230181398164	0.205122594981751
POU2F1	BX-912	222	PDPK1 (PDK1)	0.111376207306941	0.049941371009259	0.205172954262281
CEBPA	Axitinib	1021	PDGFR, KIT, VEGFR	0.0978353270586657	0.0499493075632403	0.205176766934976
GLI2	AZD8055	1059	MTORC1/2	-0.0785720830649608	0.0499666849442599	0.205176766934976
JUND	JQ12	164	HDAC	-0.15689959753017	0.0499614357079067	0.205176766934976
MYCN	AZD-0530	38	SRC, ABL1	-0.15013386005084	0.0499637934162318	0.205176766934976
ARNTL	17-AAG	1026	HSP90	-0.116291365374566	0.0499780338344219	0.205198332157798
ATF4	AKT inhibitor VIII	171	AKT1, AKT2, AKT3	0.0743863094480046	0.0500164510543925	0.205208451354479
E2F1	AV-951	312	VEGFR	-0.0500080084456019	0.0500089945747141	0.205208451354479
MITF	17-AAG	1026	HSP90	0.153946811544377	0.050008499400491	0.205208451354479
PAX6	KIN001-236	286	TIE2	0.0633422444763523	0.0500114901481611	0.205208451354479
STAT1	PD-173074	1049	FGFR1, FGFR3	0.0943075676635168	0.0500170829434196	0.205208451354479
TFAP2A	NVP-BHG712	295	EPHB4	0.0980183395141241	0.0500098224903197	0.205208451354479
GLI2	Cyclopamine	17	SMO	-0.121916537039593	0.0500633358380608	0.20537317986713
BATF	TL-2-105	211	CRAF	0.10999974030489	0.0501337562112085	0.20541168313711
CDC5L	ATRA	1009	Retinoic acid and retinoid X receptor agonist	-0.0945647476506489	0.0501057184681895	0.20541168313711
MAZ	HG-5-113-01	1142	LOK, LTK, TRCB, ABL(T315I)	-0.0940853574346543	0.0501322121559351	0.20541168313711
MYCN	IOX2	1230	EGLN1	-0.0571360347009452	0.0501092515759475	0.20541168313711
PAX6	17-AAG	1026	HSP90	0.131380678410054	0.0501136251157151	0.20541168313711
SPI1	Genentech Cpd 10	225	AURKA, AURKB	0.202823992972071	0.0501231358195003	0.20541168313711
STAT1	SL 0101-1	1039	RSK, AURKB, PIM3	0.0663643441784581	0.0500793048089239	0.20541168313711
TCF12	CGP-60474	53	CDK1,CDK2,CDK5,CDK7,CDK9	-0.179570640917489	0.0500893412616501	0.20541168313711
TEAD1	TL-2-105	211	CRAF	0.0928448559069097	0.0501077175653488	0.20541168313711
USF2	GNF-2	52	ABL [T315I]	-0.0933078938235631	0.0501202096497349	0.20541168313711
ETS1	KIN001-266	291	MAP3K8 (COT)	-0.089216394358151	0.0501658483004849	0.205493138334082
TCF3	EX-527	341	SIRT1	0.0490713181949037	0.0501646103581269	0.205493138334082
YY1	PD-0332991	1054	CDK4, CDK6	-0.127721841497072	0.0501836810601477	0.205541169049443
HNF4A	JQ1 (rescreen)	1218	BRD2, BRD3, BRD4	0.0840682215885281	0.0502029210397661	0.205583275707212
RXRA	AZD6244	1062	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.127268548934799	0.0502061786669909	0.205583275707212
ESR2	VX-11e	262	ERK	0.126490435370943	0.0502821576701698	0.205869345059558
CEBPA	Tubastatin A	265	HDAC6	0.0835518015082458	0.0503398331176132	0.205906699874162
E2F7	GW-2580	193	CSF1R (cFMS)	-0.0490049042846991	0.0503112205254153	0.205906699874162
IRF2	I-BET	275	BRD2, BRD3, BRD4	0.119156011130555	0.0503053001879309	0.205906699874162
IRF2	PFI-1	1219	BRD2, BRD3, BRD4	0.0899275129583543	0.0503402266101503	0.205906699874162
NFKB1	GSK690693	326	AKT	0.125232600089525	0.0503077001707751	0.205906699874162
NFKB1	AMG-706	1029	VEGFR, RET, c-KIT, PDGFR	0.0790528994273454	0.0503348583431295	0.205906699874162
RELA	OSI-027	299	MTORC1/2	0.181582545035173	0.050330215368659	0.205906699874162
TP53	WZ3105	252	CLK2, CNSK1E, FLT3, ULK1	0.109992640030301	0.050333863592417	0.205906699874162
ZEB1	CI-1040	1015	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.123199337643839	0.0503485552815507	0.205915740430257
CDC5L	YM201636	310	FYV1	-0.0833853451588212	0.0504023825260465	0.206110836441567
RUNX2	ABT-263	1011	BCL2, BCL2L1, BCL2L2	0.144393612387553	0.0504111298924917	0.206121561964744
SP3	QL-XI-92	329	DDR1	0.0783923651747708	0.0504178876761663	0.206124150843219
CEBPA	MK-2206	1053	AKT1, AKT2	0.117894519890181	0.0504315038048655	0.206154774754373
NFE2L2	MK-2206	1053	AKT1, AKT2	-0.141828655730207	0.0504655486702303	0.206245259479652
TCF12	Shikonin	170	unknown	-0.109633733522373	0.0504658954632279	0.206245259479652
RUNX1	GSK-650394	177	SGK3	0.154728931966903	0.0504733720822094	0.206250769478722
BATF	5-Fluorouracil	179	DNA antimetabolite	0.155796792119442	0.0504934373905277	0.206282669990072
TCF4	GDC0941	1058	PI3K (class 1)	0.145239965696044	0.0504899059265061	0.206282669990072
RREB1	Vismodegib	1033	SMO	-0.0614506442585714	0.0505297942753352	0.206406144718583
E2F4	FTI-277	166	Farnesyl transferase (FNTA)	-0.0594827669094039	0.0505704744128856	0.20652218375994
FOXM1	Camptothecin	1003	TOP1	-0.116617664418825	0.0505693762210948	0.20652218375994
CEBPB	BMS-345541	203	IKBKB	0.0822855569135297	0.050589454489603	0.206524513688451
ERG	Phenformin	196	AAPK1 (AMPK) agonist	0.114196580792762	0.0505786044535603	0.206524513688451
PLAG1	SNX-2112	328	HSP90	0.144111097326039	0.050588029881909	0.206524513688451
PLAG1	STF-62247	258	stimulates autophagy	0.0643976075965397	0.0506034834709916	0.206531680356078
SREBF1	ZM-447439	1050	AURKB	-0.0912796373139051	0.0505976093577658	0.206531680356078
MYCN	GSK429286A	230	ROCK2	-0.0816363160271635	0.0506329039401182	0.206626698448488
GLI2	JW-7-24-1	256	LCK	-0.0944087545297401	0.0506806182789471	0.206762860558042
JUND	ZG-10	1161	IRAK1	0.145472342920686	0.0506847006270642	0.206762860558042
PPARG	KIN001-135	91	IKKE	0.0815712675223502	0.0506789900671089	0.206762860558042
HSF1	ZSTK474	223	PI3K	-0.103930987996153	0.0506998833179838	0.206799730101411
FOXM1	SB-715992	208	KIF11	-0.108917236516908	0.0507089831355469	0.206811782286334
FOXD1	GSK429286A	230	ROCK2	0.0884656414846794	0.0507163875853898	0.206816917991796
ATF2	PXD101, Belinostat	274	HDAC	0.130379203922874	0.05072478306377	0.206817842949109
NFYA	AICAR	1001	AAPK1 (AMPK) agonist	-0.0931944082949533	0.0507289048743099	0.206817842949109
ESR2	THZ-2-49	344	CDK9	0.177522831814423	0.0507368446116329	0.206825158115856
ZNF263	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	-0.099217524509203	0.0508054766312203	0.207079849342827
RARA	KU-55933	1030	ATM	0.0689506705016127	0.0508268161579501	0.207141741074814
MAX	KIN001-266	291	MAP3K8 (COT)	-0.0870268161450864	0.0508545676185996	0.207190950059239
RXRA	BX-912	222	PDPK1 (PDK1)	0.122604648528942	0.05085734596194	0.207190950059239
TFAP2A	TW 37	1149	BCL2, BCL2L1	-0.0823807311781242	0.0508573596327253	0.207190950059239
FOXA1	AZ628	29	BRAF	0.29288991146874	0.0508642930793186	0.207194115660187
SP1	NVP-TAE684	35	ALK	-0.228064882175302	0.0508917943804018	0.207281052870921
GATA6	AV-951	312	VEGFR	0.0527609815026709	0.0509015480411381	0.207295692077021
SREBF2	JQ12	164	HDAC	-0.12617750801474	0.05095004405609	0.207437827569139
STAT3	OSI-906	185	IGF1R	0.126580677035103	0.0509449035141359	0.207437827569139
ZNF263	Camptothecin	1003	TOP1	-0.138280899664878	0.0509549404401746	0.207437827569139
GATA3	VX-11e	262	ERK	0.141583071273966	0.0509847593552459	0.207534116606289
HNF1A	LY317615	229	PRKCB (PKCbeta)	-0.122838233083205	0.0510062142272222	0.207596340526928
FOXA2	QL-XII-61	1203	BTK	0.17302982621106	0.051031572112061	0.207636414516242
IRF2	SB52334	304	ALK5	0.104457305653025	0.0510345690351613	0.207636414516242
TCF4	ZSTK474	223	PI3K	0.136864663943302	0.05103265873411	0.207636414516242
CTCF	Mitomycin C	136	DNA crosslinker	-0.12839981917149	0.0510495416958959	0.207641359591242
E2F1	GDC0941	1058	PI3K (class 1)	-0.116388529576826	0.0510542935854265	0.207641359591242
POU3F2	Mitomycin C	136	DNA crosslinker	0.142539704848291	0.0510420499730703	0.207641359591242
NFKB1	Parthenolide	89	NFKB1	0.174222349506105	0.0510857607941066	0.207744233872119
CDC5L	Nutlin-3a	1047	MDM2	0.0980116426069203	0.0511260541296866	0.20775746821234
HNF1A	JQ1 (rescreen)	1218	BRD2, BRD3, BRD4	0.0796008305005352	0.0510996210625012	0.20775746821234
JUN	ATRA	1009	Retinoic acid and retinoid X receptor agonist	0.118431442903112	0.0511162995576272	0.20775746821234
NRF1	Imatinib	34	ABL, KIT, PDGFR	-0.106319763170729	0.0511124003406682	0.20775746821234
PBX1	Vinblastine	1004	Microtubules	0.146916868719018	0.0511097835867423	0.20775746821234
PPARG	SGC0946	1264	Q8TEK3 (DOT1L)	0.042414298094235	0.0511252131587158	0.20775746821234
TBP	JQ12	164	HDAC	0.113377863736396	0.0511370532249846	0.207777076697677
FOXA1	FMK	231	RSK	0.0766025436199269	0.0511481124856529	0.20777874942834
RARA	XAV 939	1268	TNKS1 (tankyrase-1)	-0.0603464613485961	0.051149812479982	0.20777874942834
PAX6	QL-XI-92	329	DDR1	0.0840223787347322	0.0511718357426475	0.207843124779001
FOS	STF-62247	258	stimulates autophagy	-0.0590771348811826	0.0511822439908877	0.207860313927033
ZEB1	Midostaurin	153	KIT	0.113520365485433	0.051214882236162	0.207967768057195
IRF1	Thapsigargin	180	sarco-endoplasmic reticulum Ca2+-ATPases	0.164616034521555	0.0512262567450849	0.207988154521019
SMAD3	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	-0.106582969595542	0.0512322626943766	0.207988154521019
REL	CX-5461	300	RNA Pol I	0.136174945314865	0.0512448089194541	0.208013996403839
POU5F1	Pyrimethamine	71	Dihydrofolate reductase (DHFR)	0.162296765634209	0.0512681090591411	0.208083479303593
GATA3	QL-XII-61	1203	BTK	0.186971930941487	0.0512773485427251	0.208095883902739
SOX2	BMS-536924 (rescreen)	1091	IGF1R	-0.0775754338918978	0.0512862676169476	0.208106985368745
HLF	BMS-708163	205	g-secretase	-0.0494738842966318	0.0512924782196282	0.208107095175598
ZNF423	XMD8-85	106	MAP2K5 (ERK5)	-0.162606361734312	0.0513103035314169	0.208154323209961
PPARG	IOX2	1230	EGLN1	0.0558796172445827	0.0513388789486472	0.208245145355758
E2F4	Bleomycin	190	DNA damage	-0.17880956522255	0.05136089607096	0.208284245965557
IKZF1	Afatinib (rescreen)	1377	ERBB2, EGFR	0.130208916186481	0.0513564707978265	0.208284245965557
POU2F1	681640	1046	WEE1, CHEK1	0.0890750256996975	0.0514344398757417	0.208557358315432
E2F4	Parthenolide	89	NFKB1	-0.146823539778041	0.0514515682805126	0.208576551491286
GATA2	OSI-027	299	MTORC1/2	0.166991507113275	0.0514477503507868	0.208576551491286
NRF1	AZD-0530	38	SRC, ABL1	-0.13531823596101	0.0514716749666462	0.208613424297352
STAT1	Genentech Cpd 10	225	AURKA, AURKB	0.129586216877255	0.0514730612201816	0.208613424297352
YY1	SB 216763	1025	GSK3A, GSK3B	-0.0768341173527839	0.0514826270524459	0.208627069650821
SP1	VX-702	1028	p38	0.06943993840644	0.0515308059750876	0.208797167721114
HSF1	BIRB 0796	1042	p38, JNK2	-0.065462258499407	0.0515432100190543	0.208822286408002
